Timestamp,index,Weight,mice,count
2023-05-25 07:46:56.560,1975697,1701580321732212165101243261870,b,1
2023-05-25 07:49:33.330,1977268,1701580321732212165101243261870,b,1
2023-05-25 07:49:34.340,1977281,1701580321732212165101243261870,b,1
2023-05-25 07:50:43.430,1977976,17015803217322121651001161561870,a,1
2023-05-25 07:50:45.450,1977991,17015803217322121651001161561870,a,1
2023-05-25 07:51:38.380,1978528,1701580321732212165102255211870,d,1
2023-05-25 07:51:40.400,1978545,1701580321732212165102255211870,d,1
2023-05-25 07:52:48.480,1979232,17015803217322121651001161561870,a,1
2023-05-25 07:52:50.500,1979251,17015803217322121651001161561870,a,1
2023-05-25 07:55:16.160,1980716,17015803217322121651001161561870,a,1
2023-05-25 07:55:18.180,1980737,17015803217322121651001161561870,a,1
2023-05-25 07:56:25.250,1981406,1701580321732212165102255211870,d,1
2023-05-25 07:56:26.260,1981419,1701580321732212165102255211870,d,1
2023-05-25 07:56:55.550,1981712,1701580321732212165102255211870,d,1
2023-05-25 07:56:56.560,1981725,1701580321732212165102255211870,d,1
2023-05-25 07:59:10.100,1983066,1701580321732212165101243261870,b,1
2023-05-25 07:59:11.110,1983077,1701580321732212165101243261870,b,1
2023-05-25 08:00:37.370,1983938,17015803217322121651001161561870,a,1
2023-05-25 08:00:38.380,1983953,17015803217322121651001161561870,a,1
2023-05-25 08:01:14.140,1984306,1701580321732212165101243261870,b,1
2023-05-25 08:01:15.150,1984325,1701580321732212165101243261870,b,1
2023-05-25 08:01:41.410,1984586,1701580321732212165101243261870,b,1
2023-05-25 08:01:42.420,1984599,1701580321732212165101243261870,b,1
2023-05-25 08:01:50.500,1984680,1701580321732212165101243261870,b,1
2023-05-25 08:01:51.510,1984697,1701580321732212165101243261870,b,1
2023-05-25 08:04:57.570,1986556,1701580321732212165101243261870,b,1
2023-05-25 08:06:54.540,1987721,1701580321732212165101243261870,b,1
2023-05-25 08:06:56.560,1987742,1701580321732212165101243261870,b,1
2023-05-25 08:07:11.110,1987899,1701580321732212165102255211870,d,1
2023-05-25 08:07:12.120,1987912,1701580321732212165102255211870,d,1
2023-05-25 08:15:01.010,1992579,17015803217322121651001161561870,a,1
2023-05-25 08:15:01.010,1992590,17015803217322121651001161561870,a,1
2023-05-25 08:16:31.310,1993485,1701580321732212165101302471870,c,1
2023-05-25 08:16:32.320,1993502,1701580321732212165101302471870,c,1
2023-05-25 08:16:48.480,1993663,17015803217322121651001161561870,a,1
2023-05-25 08:16:50.500,1993682,17015803217322121651001161561870,a,1
2023-05-25 08:17:18.180,1993963,1701580321732212165101302471870,c,1
2023-05-25 08:17:19.190,1993980,1701580321732212165101302471870,c,1
2023-05-25 08:21:08.080,1996267,1701580321732212165101243261870,b,1
2023-05-25 08:21:57.570,1996758,1701580321732212165101243261870,b,1
2023-05-25 08:21:58.580,1996771,1701580321732212165101243261870,b,1
2023-05-25 08:22:34.340,1997130,1701580321732212165101302471870,c,1
2023-05-25 08:22:34.340,1997139,1701580321732212165101302471870,c,1
2023-05-25 08:23:12.120,1997518,1701580321732212165101302471870,c,1
2023-05-25 08:23:13.130,1997527,1701580321732212165101302471870,c,1
2023-05-25 08:24:18.180,1998186,17015803217322121651001161561870,a,1
2023-05-25 08:24:20.200,1998205,17015803217322121651001161561870,a,1
2023-05-25 08:24:22.220,1998230,1701580321732212165101302471870,c,1
2023-05-25 08:25:19.190,1998797,17015803217322121651001161561870,a,1
2023-05-25 08:25:21.210,1998820,17015803217322121651001161561870,a,1
2023-05-25 08:25:24.240,1998853,17015803217322121651001161561870,a,1
2023-05-25 08:25:40.400,1999018,1701580321732212165101302471870,c,1
2023-05-25 08:25:41.410,1999031,1701580321732212165101302471870,c,1
2023-05-25 08:28:59.590,2001010,1701580321732212165101243261870,b,1
2023-05-25 08:29:02.020,2001043,1701580321732212165101243261870,b,1
2023-05-25 08:29:08.080,2001102,1701580321732212165101243261870,b,1
2023-05-25 08:29:11.110,2001131,1701580321732212165101243261870,b,1
2023-05-25 08:32:03.030,2002848,1701580321732212165101243261870,b,1
2023-05-25 08:33:24.240,2003661,1701580321732212165101302471870,c,1
2023-05-25 08:33:25.250,2003676,1701580321732212165101302471870,c,1
2023-05-25 08:33:36.360,2003791,1701580321732212165101243261870,b,1
2023-05-25 08:33:37.370,2003804,1701580321732212165101243261870,b,1
2023-05-25 08:34:11.110,2004147,1701580321732212165101302471870,c,1
2023-05-25 08:34:12.120,2004160,1701580321732212165101302471870,c,1
2023-05-25 11:16:09.090,2100879,1701580321732212165101302471870,c,1
2023-05-25 11:16:42.420,2101214,1701580321732212165101302471870,c,1
2023-05-25 11:20:33.330,2103517,17015803217322121651001161561870,a,1
2023-05-25 11:20:34.340,2103534,17015803217322121651001161561870,a,1
2023-05-25 11:21:46.460,2104247,17015803217322121651001161561870,a,1
2023-05-25 11:24:58.580,2106164,1701580321732212165101302471870,c,1
2023-05-25 11:24:59.590,2106179,1701580321732212165101302471870,c,1
2023-05-25 11:25:46.460,2106650,1701580321732212165101302471870,c,1
